dengue_year,dengue_week,week_date_range,weekly_travel_cases,cumulative_travel_cases,weekly_local_cases,cumulative_local_cases,dengue_week_start,dengue_week_end,climate_year,climate_week,Week_Start,Week_End,Temp @ 60cm (C) Avg (Weekly Avg),Temp @ 2m (C) Avg (Weekly Avg),Temp @ 10m (C) Avg (Weekly Avg),Relative Humidity (%) Avg (Weekly Avg),Rainfall Amount (in) Sum (Weekly Avg)
2024,39,"September 22-28, 2024",9.0,589.0,3.0,50.0,2024-09-22,2024-09-28,2024,38,2024-09-22,2024-09-28,26.7502,26.6494,26.6975,82.8353,0.3453
2024,40,"September 29-October 5, 2024",43.0,632.0,5.0,55.0,2024-09-29,2024-10-05,2024,39,2024-09-29,2024-10-05,26.8184,26.6159,26.6663,84.0068,0.1484
2024,41,"October 6-12, 2024",4.0,636.0,2.0,57.0,2024-10-06,2024-10-12,2024,40,2024-10-06,2024-10-12,23.2763,23.1864,23.2123,85.4279,0.8538
2024,42,"October 13-19, 2024",53.0,689.0,3.0,60.0,2024-10-13,2024-10-19,2024,41,2024-10-13,2024-10-19,21.006,20.9031,21.1123,72.8749,0.0087
2024,43,"October 20-26, 2024",40.0,729.0,5.0,65.0,2024-10-20,2024-10-26,2024,42,2024-10-20,2024-10-26,22.4434,22.4318,22.6491,78.1172,0.0301
2024,44,"October 27- November 2, 2024",32.0,761.0,4.0,69.0,2024-10-27,2024-11-02,2024,43,2024-10-27,2024-11-02,22.8674,22.8723,23.0165,80.3111,0.0224
2024,45,"November 3-9, 2024",38.0,799.0,7.0,76.0,2024-11-03,2024-11-09,2024,44,2024-11-03,2024-11-09,24.7074,24.6609,24.6491,84.2848,0.0734
2024,46,"November 10-16, 2024",29.0,828.0,0.0,76.0,2024-11-10,2024-11-16,2024,45,2024-11-10,2024-11-16,22.2881,22.2598,22.3912,80.3135,0.0227
2024,47,"November 17-23, 2024",17.0,845.0,0.0,76.0,2024-11-17,2024-11-23,2024,46,2024-11-17,2024-11-23,17.5359,17.6525,17.9997,73.2547,0.054
2024,48,"November 24-30, 2024",21.0,866.0,4.0,80.0,2024-11-24,2024-11-30,2024,47,2024-11-24,2024-11-30,16.2618,16.341,16.8743,79.5765,0.0141
2024,49,"December 1-7, 2024",35.0,901.0,4.0,84.0,2024-12-01,2024-12-07,2024,48,2024-12-01,2024-12-07,11.2222,11.422,11.8944,71.9922,0.0029
2024,50,"December 8-14, 2024",22.0,923.0,5.0,89.0,2024-12-08,2024-12-14,2024,49,2024-12-08,2024-12-14,16.1039,16.2034,16.4775,78.3063,0.0448
2024,51,"December 15-21, 2024",30.0,953.0,6.0,95.0,2024-12-15,2024-12-21,2024,50,2024-12-15,2024-12-21,18.0839,18.0248,18.1135,84.3485,0.0492
2024,52,"December 22-28, 2024",0.0,953.0,0.0,95.0,2024-12-22,2024-12-28,2024,51,2024-12-22,2024-12-28,16.067,15.9345,15.9222,85.5651,0.0219
,,,,,,,,,2024,52,2024-12-29,2025-01-04,20.2591,20.1892,20.2555,87.8052,0.2395
,,,,,,,,,2025,0,2025-01-01,2025-01-04,12.5275,12.5877,13.0381,69.4242,0.0003
2025,1,,33.0,33.0,2.0,2.0,,,2025,1,2025-01-05,2025-01-11,10.8755,10.8392,11.0575,73.1017,0.03
2025,2,"January 5-11, 2025",22.0,55.0,3.0,5.0,2025-01-05,2025-01-11,2025,1,2025-01-05,2025-01-11,10.8755,10.8392,11.0575,73.1017,0.03
2025,3,"January 12-18, 2025",16.0,71.0,0.0,5.0,2025-01-12,2025-01-18,2025,2,2025-01-12,2025-01-18,13.137,13.0263,13.2046,73.7537,0.0979
2025,4,"January 19-25, 2025",22.0,93.0,1.0,6.0,2025-01-19,2025-01-25,2025,3,2025-01-19,2025-01-25,8.6792,8.5652,8.6192,78.9728,0.2209
2025,5,"January 26-February 1, 2025",20.0,113.0,0.0,6.0,2025-01-26,2025-02-01,2025,4,2025-01-26,2025-02-01,15.9301,15.9241,16.358,79.6724,0.005
2025,6,"February 2-8, 2025",15.0,128.0,0.0,6.0,2025-02-02,2025-02-08,2025,5,2025-02-02,2025-02-08,20.0426,19.9151,20.2026,83.0241,0.0019
2025,7,"February 9-15, 2025",4.0,132.0,0.0,6.0,2025-02-09,2025-02-15,2025,6,2025-02-09,2025-02-15,21.4837,21.3525,21.4738,81.2121,0.0565
2025,8,"February 16-22, 2025",6.0,138.0,0.0,6.0,2025-02-16,2025-02-22,2025,7,2025-02-16,2025-02-22,15.2408,15.0375,15.1399,76.6259,0.0913
2025,9,"February 23-March 1, 2025",7.0,145.0,0.0,6.0,2025-02-23,2025-03-01,2025,8,2025-02-23,2025-03-01,16.9533,16.8527,17.1656,77.096,0.1457
2025,10,"March 2-8, 2025",3.0,148.0,0.0,6.0,2025-03-02,2025-03-08,2025,9,2025-03-02,2025-03-08,17.0732,16.9657,17.178,69.8231,0.0457
2025,11,"March 9-15, 2025",2.0,150.0,1.0,7.0,2025-03-09,2025-03-15,2025,10,2025-03-09,2025-03-15,18.8752,18.7716,19.0277,75.5568,0.1493
2025,12,"March 16-22, 2025",5.0,155.0,0.0,7.0,2025-03-16,2025-03-22,2025,11,2025-03-16,2025-03-22,16.9787,16.8779,17.2015,64.8883,0.0571
2025,13,"March 23-29, 2025",5.0,160.0,0.0,7.0,2025-03-23,2025-03-29,2025,12,2025-03-23,2025-03-29,20.3625,20.2234,20.4306,72.5083,0.0266
2025,14,"March 30-April 5, 2025",4.0,164.0,0.0,7.0,2025-03-30,2025-04-05,2025,13,2025-03-30,2025-04-05,24.5659,24.3089,24.2478,80.1305,0.1105
2025,15,"April 6-12, 2025",1.0,165.0,0.0,7.0,2025-04-06,2025-04-12,2025,14,2025-04-06,2025-04-12,20.879,20.7048,20.7306,73.1275,0.083
2025,16,"April 13-19, 2025",1.0,166.0,0.0,7.0,2025-04-13,2025-04-19,2025,15,2025-04-13,2025-04-19,20.5409,20.3687,20.6402,66.2039,0.0005
2025,17,"April 20-26, 2025",4.0,170.0,0.0,7.0,2025-04-20,2025-04-26,2025,16,2025-04-20,2025-04-26,23.7655,23.4863,23.5441,71.7993,0.0096
2025,18,"April 27- May 3, 2025",5.0,175.0,0.0,7.0,2025-04-27,2025-05-03,2025,17,2025-04-27,2025-05-03,23.9389,23.6418,23.6999,72.3669,0.0365
2025,19,"May 4-10, 2025",3.0,178.0,0.0,7.0,2025-05-04,2025-05-10,2025,18,2025-05-04,2025-05-10,24.6091,24.3204,24.34,78.6019,0.2168
2025,20,"May 11-17, 2025",0.0,178.0,0.0,7.0,2025-05-11,2025-05-17,2025,19,2025-05-11,2025-05-17,25.1708,24.9233,25.0382,78.3655,0.2894
2025,21,"May 18-24, 2025",3.0,181.0,0.0,7.0,2025-05-18,2025-05-24,2025,20,2025-05-18,2025-05-24,27.1227,26.7921,26.9048,73.9937,0.0451
2025,22,"May 25-31, 2025",4.0,185.0,0.0,7.0,2025-05-25,2025-05-31,2025,21,2025-05-25,2025-05-31,26.6668,26.361,26.3949,79.5485,0.2125
2025,23,"June 1-7, 2025",2.0,187.0,0.0,7.0,2025-06-01,2025-06-07,2025,22,2025-06-01,2025-06-07,25.9078,25.648,25.6934,81.4603,0.1962
2025,24,"June 8-14, 2025",4.0,191.0,0.0,7.0,2025-06-08,2025-06-14,2025,23,2025-06-08,2025-06-14,27.3675,27.0712,27.0941,80.9878,0.2468
2025,25,"June 15-21, 2025",2.0,193.0,0.0,7.0,2025-06-15,2025-06-21,2025,24,2025-06-15,2025-06-21,27.455,27.1191,27.1798,80.0988,0.1875
2025,26,"June 22-28, 2025",11.0,204.0,1.0,8.0,2025-06-22,2025-06-28,2025,25,2025-06-22,2025-06-28,26.932,26.6362,26.693,80.0432,0.1671
2025,27,"June 29-July 5, 2025",1.0,205.0,1.0,9.0,2025-06-29,2025-07-05,2025,26,2025-06-29,2025-07-05,26.0501,25.7548,25.7488,85.1415,0.3879
2025,28,"July 6-12, 2025",6.0,211.0,0.0,9.0,2025-07-06,2025-07-12,2025,27,2025-07-06,2025-07-12,27.6081,27.2945,27.3745,79.8768,0.1632
2025,29,"July 13-19, 2025",5.0,216.0,0.0,9.0,2025-07-13,2025-07-19,2025,28,2025-07-13,2025-07-19,27.5702,27.2187,27.317,80.822,0.2968
2025,30,"July 20-26, 2025",8.0,224.0,1.0,10.0,2025-07-20,2025-07-26,2025,29,2025-07-20,2025-07-26,28.1056,27.801,27.8659,80.6364,0.2368
2025,31,"July 27-August 2, 2025",4.0,228.0,4.0,14.0,2025-07-27,2025-08-02,2025,30,2025-07-27,2025-08-02,29.3327,29.0153,29.1092,77.7265,0.1587
2025,32,"August 3-9, 2025",19.0,247.0,2.0,16.0,2025-08-03,2025-08-09,2025,31,2025-08-03,2025-08-09,27.2832,26.9639,26.94,82.7079,0.325
2025,33,"August 10-16, 2025",13.0,260.0,4.0,20.0,2025-08-10,2025-08-16,2025,32,2025-08-10,2025-08-16,28.2415,27.9156,27.9529,81.4164,0.1834
2025,34,"August 17-23, 2025",17.0,277.0,2.0,22.0,2025-08-17,2025-08-23,2025,33,2025-08-17,2025-08-23,27.4486,27.1889,27.2167,84.2037,0.2191
2025,35,"August 24-30, 2025",10.0,287.0,3.0,25.0,2025-08-24,2025-08-30,2025,34,2025-08-24,2025-08-30,26.5354,26.3186,26.374,83.8442,0.1966
2025,36,"August 31-September 6, 2025",8.0,295.0,5.0,30.0,2025-08-31,2025-09-06,2025,35,2025-08-31,2025-09-06,26.4798,26.2415,26.2514,82.4021,0.1329
2025,37,"September 7-13, 2025",9.0,304.0,11.0,41.0,2025-09-07,2025-09-13,2025,36,2025-09-07,2025-09-13,25.5289,25.4348,25.4077,83.2771,0.23
2025,38,"September 14-20, 2025",22.0,326.0,5.0,46.0,2025-09-14,2025-09-20,2025,37,2025-09-14,2025-09-20,25.1832,25.1849,25.2835,78.5724,0.0988
2025,39,"September 21-27, 2025",19.0,345.0,5.0,51.0,2025-09-21,2025-09-27,2025,38,2025-09-21,2025-09-27,26.4239,26.1743,26.287,82.9706,0.1639
2025,40,"September 28 – October 4, 2025",15.0,360.0,2.0,53.0,2025-09-28,2025-10-04,2025,39,2025-09-28,2025-10-04,25.1005,25.0441,25.0326,83.0317,0.1094
2025,41,"October 5 - 11, 2025",15.0,375.0,2.0,55.0,2025-10-05,2025-10-11,2025,40,2025-10-05,2025-10-11,24.8061,24.6413,24.5973,86.6265,0.2025
2025,42,"October 12 - 18, 2025",20.0,395.0,1.0,56.0,2025-10-12,2025-10-18,2025,41,2025-10-12,2025-10-18,22.207,22.1309,22.3988,76.4058,0.0036
2025,43,"October 19-25, 2025",26.0,421.0,3.0,59.0,2025-10-19,2025-10-25,2025,42,2025-10-19,2025-10-25,22.201,22.1491,22.4038,77.438,0.0583
2025,44,"October 26 – November 1, 2025",6.0,427.0,0.0,59.0,2025-10-26,2025-11-01,2025,43,2025-10-26,2025-11-01,19.2773,19.1376,19.3093,81.5978,0.1196
2025,45,"November 2-8, 2025",18.0,445.0,3.0,62.0,2025-11-02,2025-11-08,2025,44,2025-11-02,2025-11-08,19.6127,19.5837,19.9621,79.2492,0.0053
2025,46,"November 9-15, 2025",16.0,461.0,2.0,64.0,2025-11-09,2025-11-15,2025,45,2025-11-09,2025-11-15,15.0113,15.0026,15.4909,71.141,0.019
2025,47,"November 16-22, 2025",35.0,496.0,2.0,66.0,2025-11-16,2025-11-22,2025,46,2025-11-16,2025-11-22,19.2922,19.352,20.0149,79.5219,0.0025
2025,48,"November 23-29, 2025",5.0,501.0,1.0,67.0,2025-11-23,2025-11-29,2025,47,2025-11-23,2025-11-29,18.3684,18.3413,18.6719,75.7543,0.0223
2025,49,"November 30–December 6, 2025",7.0,508.0,0.0,67.0,2025-11-30,2025-12-06,2025,48,2025-11-30,2025-12-06,18.9259,18.851,19.0138,84.5581,0.0989
2025,50,"December 7-13, 2025",7.0,515.0,0.0,67.0,2025-12-07,2025-12-13,2025,49,2025-12-07,2025-12-13,15.3,15.2363,15.5663,84.0417,0.1502
2025,51,"December 14-20, 2025",6.0,521.0,1.0,68.0,2025-12-14,2025-12-20,2025,50,2025-12-14,2025-12-20,16.5043,16.4813,16.7913,78.7507,0.0261
2025,52,"December 21-27, 2025",1.0,522.0,0.0,68.0,2025-12-21,2025-12-27,2025,51,2025-12-21,2025-12-27,17.9671,18.0015,18.5578,81.0968,0.0026
2026,1,"January 4-10, 2026",9.0,9.0,0.0,0.0,2026-01-04,2026-01-10,2026,1,2026-01-04,2026-01-10,18.6868,18.6161,19.0047,85.5037,0.0104
2026,2,"January 11-17, 2026",3.0,12.0,0.0,0.0,2026-01-11,2026-01-17,2026,2,2026-01-11,2026-01-17,13.2721,13.1936,13.4993,74.1532,0.0434
2026,3,"January 18-24, 2026",2.0,14.0,0.0,0.0,2026-01-18,2026-01-24,2026,3,2026-01-18,2026-01-24,13.9379,13.8706,14.1541,76.34,0.0373
2026,4,"January 25-31, 2026",7.0,21.0,0.0,0.0,2026-01-25,2026-01-31,2026,4,2026-01-25,2026-01-31,11.0876,11.0746,11.3619,69.5293,0.0352
2026,5,"February 1-7, 2026",2.0,23.0,0.0,0.0,2026-02-01,2026-02-07,2026,5,2026-02-01,2026-02-07,8.606,8.631,9.1629,66.2482,0.0333
2026,6,"February 8-14, 2026",4.0,11.0,0.0,,2026-02-08,2026-02-14,2026,6,2026-02-08,2026-02-14,15.7532,15.7432,16.3914,74.2776,0.0026
2026,7,"February 15-21, 2026",4.0,14.0,0.0,,2026-02-15,2026-02-21,2026,7,2026-02-15,2026-02-21,20.4823,20.3546,20.6639,79.0086,0.0896
2026,8,"February 22-28, 2026",2.0,16.0,0.0,0.0,2026-02-22,2026-02-28,2026,8,2026-02-22,2026-02-28,14.947,14.8171,15.2105,70.6108,0.1104
2026,9,"March 1-7, 2026",0.0,16.0,0.0,0.0,2026-03-01,2026-03-07,,,,,,,,,
2026,10,"March 8-14, 2026",1.0,17.0,0.0,0.0,2026-03-08,2026-03-14,,,,,,,,,
2026,11,"March 15-21, 2026",2.0,18.0,0.0,0.0,2026-03-15,2026-03-21,,,,,,,,,
2026,12,"March 22-28, 2026",1.0,19.0,0.0,0.0,2026-03-22,2026-03-28,,,,,,,,,
2026,13,"March 29-April 4, 2026",1.0,20.0,0.0,0.0,2026-03-29,2026-04-04,,,,,,,,,
2026,14,"April 5-11, 2026",4.0,24.0,0.0,0.0,2026-04-05,2026-04-11,,,,,,,,,
